Row,Year,Type,AL,Totals,"Children, armed, or not in labor force",Employed,Unemployed
2271,2009,"Some college, less than 4-yr degree",TN,378,800,75,
2272,2009,"Some college, less than 4-yr degree",TX,"1,473","3,165",211,
2273,2009,"Some college, less than 4-yr degree",UT,204,461,18,
2274,2009,"Some college, less than 4-yr degree",VT,34,86,5,
2275,2009,"Some college, less than 4-yr degree",VA,450,987,55,
2276,2009,"Some college, less than 4-yr degree",WA,589,"1,083",105,
2277,2009,"Some college, less than 4-yr degree",WV,118,182,12,
2278,2009,"Some college, less than 4-yr degree",WI,324,850,75,
2279,2009,"Some college, less than 4-yr degree",WY,37,107,3,
2280,2009,Bachelor's degree or higher,Totals,"61,411","13,726","45,547","2,138"
2281,2009,Bachelor's degree or higher,AL,204,510,31,
2283,2009,Bachelor's degree or higher,AK,27,86,4,
2284,2009,Bachelor's degree or higher,AZ,316,847,46,
2285,2009,Bachelor's degree or higher,AR,99,300,12,
2286,2009,Bachelor's degree or higher,CA,"1,771","5,698",387,
2287,2009,Bachelor's degree or higher,CO,266,"1,059",40,
2288,2009,Bachelor's degree or higher,CT,188,696,23,
2289,2009,Bachelor's degree or higher,DE,45,132,4,
2290,2009,Bachelor's degree or higher,DC,37,195,5,
2291,2009,Bachelor's degree or higher,FL,"1,113","2,622",145,
2292,2009,Bachelor's degree or higher,GA,425,"1,459",72,
2293,2009,Bachelor's degree or higher,HI,68,185,6,
2294,2009,Bachelor's degree or higher,ID,70,171,4,
2295,2009,Bachelor's degree or higher,IL,549,"2,107",118,
2296,2009,Bachelor's degree or higher,IN,223,725,16,
2297,2009,Bachelor's degree or higher,IA,82,451,7,
2298,2009,Bachelor's degree or higher,KS,119,449,18,
2299,2009,Bachelor's degree or higher,KY,128,489,16,
2300,2009,Bachelor's degree or higher,LA,151,526,6,
2301,2009,Bachelor's degree or higher,ME,62,194,7,
2302,2009,Bachelor's degree or higher,MD,287,"1,090",31,
2303,2009,Bachelor's degree or higher,MA,439,"1,479",61,
2304,2009,Bachelor's degree or higher,MI,451,"1,371",64,
2305,2009,Bachelor's degree or higher,MN,209,959,46,
2306,2009,Bachelor's degree or higher,MS,103,302,9,
2307,2009,Bachelor's degree or higher,MO,210,830,36,
2308,2009,Bachelor's degree or higher,MT,45,159,5,
2309,2009,Bachelor's degree or higher,NE,59,288,5,
2310,2009,Bachelor's degree or higher,NV,90,318,16,
2311,2009,Bachelor's degree or higher,NH,61,260,11,
2312,2009,Bachelor's degree or higher,NJ,471,"1,652",107,
2313,2009,Bachelor's degree or higher,NM,82,280,11,
2314,2009,Bachelor's degree or higher,NY,984,"3,295",181,
2315,2009,Bachelor's degree or higher,NC,468,"1,251",53,
2316,2009,Bachelor's degree or higher,ND,15,109,2,
2317,2009,Bachelor's degree or higher,OH,432,"1,395",77,
2318,2009,Bachelor's degree or higher,OK,152,460,5,
2319,2009,Bachelor's degree or higher,OR,162,565,49,
2320,2009,Bachelor's degree or higher,PA,437,"1,780",69,
2321,2009,Bachelor's degree or higher,RI,52,182,11,
2322,2009,Bachelor's degree or higher,SC,207,536,27,
2323,2009,Bachelor's degree or higher,SD,21,116,5,
2324,2009,Bachelor's degree or higher,TN,219,801,26,
2325,2009,Bachelor's degree or higher,TX,922,"3,017",100,
2326,2009,Bachelor's degree or higher,UT,116,340,15,
2327,2009,Bachelor's degree or higher,VT,31,117,4,
2328,2009,Bachelor's degree or higher,VA,449,"1,517",49,
2329,2009,Bachelor's degree or higher,WA,325,"1,082",56,
2330,2009,Bachelor's degree or higher,WV,60,203,8,
2331,2009,Bachelor's degree or higher,WI,207,834,33,
2332,2009,Bachelor's degree or higher,WY,20,56,1,
2333,2009,Totals,Totals,"301,483","148,097","139,149","14,237"
2334,2009,Totals,AL,"2,454","2,013",253,
2336,2009,Totals,AK,320,321,31,
2337,2009,Totals,AZ,"3,412","2,809",316,
2338,2009,Totals,AR,"1,469","1,257",101,
2339,2009,Totals,CA,"18,005","16,583","2,103",
2340,2009,Totals,CO,"2,188","2,526",203,
2341,2009,Totals,CT,"1,587","1,693",157,
2342,2009,Totals,DE,430,398,35,
2343,2009,Totals,DC,249,319,24,
2344,2009,Totals,FL,"9,198","7,998",853,
2345,2009,Totals,GA,"4,787","4,313",453,
2346,2009,Totals,HI,635,568,54,
2347,2009,Totals,ID,768,689,61,
2348,2009,Totals,IL,"6,168","5,884",651,
2349,2009,Totals,IN,"3,149","2,806",340,
2350,2009,Totals,IA,"1,238","1,617",136,
2351,2009,Totals,KS,"1,216","1,401",107,
2352,2009,Totals,KY,"2,161","1,852",243,
2353,2009,Totals,LA,"2,320","1,860",155,
2354,2009,Totals,ME,639,619,60,
2355,2009,Totals,MD,"2,535","2,789",215,
2356,2009,Totals,MA,"3,091","3,057",273,
2357,2009,Totals,MI,"4,884","4,289",642,
2358,2009,Totals,MN,"2,239","2,643",238,
2359,2009,Totals,MS,"1,574","1,217",116,
2360,2009,Totals,MO,"2,815","2,759",297,
2361,2009,Totals,MT,456,481,40,
2362,2009,Totals,NE,793,936,47,
2363,2009,Totals,NV,"1,242","1,216",125,
2364,2009,Totals,NH,546,695,61,
2365,2009,Totals,NJ,"4,123","4,030",371,
2366,2009,Totals,NM,"1,049",854,76,
2367,2009,Totals,NY,"9,522","9,034",782,
2368,2009,Totals,NC,"4,676","4,096",482,
2369,2009,Totals,ND,254,355,18,
2370,2009,Totals,OH,"5,562","5,238",597,
2371,2009,Totals,OK,"1,843","1,615",100,
2372,2009,Totals,OR,"1,777","1,727",310,
2373,2009,Totals,PA,"5,937","5,740",518,
2374,2009,Totals,RI,476,506,62,
2375,2009,Totals,SC,"2,316","1,903",251,
2376,2009,Totals,SD,338,437,23,
2377,2009,Totals,TN,"3,122","2,725",336,
2378,2009,Totals,TX,"12,375","11,012",807,
2379,2009,Totals,UT,"1,392","1,275",93,
2380,2009,Totals,VT,257,329,26,
2381,2009,Totals,VA,"3,672","3,790",287,
2382,2009,Totals,WA,"3,097","3,104",339,
2383,2009,Totals,WV,"1,011",714,74,
2384,2009,Totals,WI,"2,488","2,790",277,
2385,2009,Totals,WY,245,269,16,
2386,2009,Children under 15,Totals,"61,339","61,339",.,.
2388,2009,Children under 15,AL,908,.,.,
2390,2009,Children under 15,AK,147,.,.,
2391,2009,Children under 15,AZ,"1,442",.,.,
2392,2009,Children under 15,AR,597,.,.,
2393,2009,Children under 15,CA,"7,779",.,.,
2394,2009,Children under 15,CO,"1,031",.,.,
2395,2009,Children under 15,CT,661,.,.,
2396,2009,Children under 15,DE,174,.,.,
2397,2009,Children under 15,DC,95,.,.,
2398,2009,Children under 15,FL,"3,273",.,.,
2399,2009,Children under 15,GA,"2,129",.,.,
2400,2009,Children under 15,HI,238,.,.,
2401,2009,Children under 15,ID,351,.,.,
2402,2009,Children under 15,IL,"2,631",.,.,
2403,2009,Children under 15,IN,"1,333",.,.,
2404,2009,Children under 15,IA,580,.,.,
2405,2009,Children under 15,KS,601,.,.,
2406,2009,Children under 15,KY,818,.,.,
2407,2009,Children under 15,LA,925,.,.,
2408,2009,Children under 15,ME,220,.,.,
2409,2009,Children under 15,MD,"1,109",.,.,
2410,2009,Children under 15,MA,"1,162",.,.,
2411,2009,Children under 15,MI,"1,918",.,.,
2412,2009,Children under 15,MN,"1,044",.,.,
2413,2009,Children under 15,MS,636,.,.,
2414,2009,Children under 15,MO,"1,164",.,.,
2415,2009,Children under 15,MT,179,.,.,
2416,2009,Children under 15,NE,367,.,.,
2417,2009,Children under 15,NV,562,.,.,
2418,2009,Children under 15,NH,234,.,.,
2419,2009,Children under 15,NJ,"1,676",.,.,
2420,2009,Children under 15,NM,425,.,.,
2421,2009,Children under 15,NY,"3,588",.,.,
2422,2009,Children under 15,NC,"1,881",.,.,
2423,2009,Children under 15,ND,115,.,.,
2424,2009,Children under 15,OH,"2,248",.,.,
2425,2009,Children under 15,OK,753,.,.,
2426,2009,Children under 15,OR,719,.,.,
2427,2009,Children under 15,PA,"2,251",.,.,
2428,2009,Children under 15,RI,186,.,.,
2429,2009,Children under 15,SC,870,.,.,
2430,2009,Children under 15,SD,164,.,.,
2431,2009,Children under 15,TN,"1,240",.,.,
2432,2009,Children under 15,TX,"5,770",.,.,
2433,2009,Children under 15,UT,736,.,.,
2434,2009,Children under 15,VT,104,.,.,
2435,2009,Children under 15,VA,"1,517",.,.,
2436,2009,Children under 15,WA,"1,281",.,.,
2437,2009,Children under 15,WV,319,.,.,
2438,2009,Children under 15,WI,"1,085",.,.,
2439,2009,Children under 15,WY,105,.,.,
2440,2009,No high school diploma,Totals,"44,795","27,594","13,963","3,238"
2441,2009,No high school diploma,AL,589,225,50,
2443,2009,No high school diploma,AK,48,25,4,
2444,2009,No high school diploma,AZ,668,348,81,
2445,2009,No high school diploma,AR,272,137,25,
2446,2009,No high school diploma,CA,"3,668","2,374",618,
2447,2009,No high school diploma,CO,302,197,47,
2448,2009,No high school diploma,CT,279,126,33,
2449,2009,No high school diploma,DE,70,37,9,
2450,2009,No high school diploma,DC,44,24,6,
2451,2009,No high school diploma,FL,"1,621",653,185,
2452,2009,No high school diploma,GA,865,415,101,
2453,2009,No high school diploma,HI,101,35,8,
2454,2009,No high school diploma,ID,104,66,13,
2455,2009,No high school diploma,IL,"1,041",500,111,
2456,2009,No high school diploma,IN,546,244,66,
2457,2009,No high school diploma,IA,195,138,35,
2458,2009,No high school diploma,KS,149,121,26,
2459,2009,No high school diploma,KY,515,201,65,
2460,2009,No high school diploma,LA,475,212,40,
2461,2009,No high school diploma,ME,119,37,13,
2462,2009,No high school diploma,MD,409,216,55,
2463,2009,No high school diploma,MA,523,199,38,
2464,2009,No high school diploma,MI,858,240,104,
2465,2009,No high school diploma,MN,308,172,44,
2466,2009,No high school diploma,MS,376,177,27,
2467,2009,No high school diploma,MO,502,246,49,
2468,2009,No high school diploma,MT,63,37,7,
2469,2009,No high school diploma,NE,128,98,9,
2470,2009,No high school diploma,NV,212,129,36,
2471,2009,No high school diploma,NH,93,46,11,
2472,2009,No high school diploma,NJ,773,336,58,
2473,2009,No high school diploma,NM,223,119,22,
2474,2009,No high school diploma,NY,"1,885",823,126,
2475,2009,No high school diploma,NC,950,430,134,
2476,2009,No high school diploma,ND,49,28,4,
2477,2009,No high school diploma,OH,978,425,155,
2478,2009,No high school diploma,OK,329,158,21,
2479,2009,No high school diploma,OR,294,144,60,
2480,2009,No high school diploma,PA,"1,132",504,108,
2481,2009,No high school diploma,RI,101,45,15,
2482,2009,No high school diploma,SC,494,205,54,
2483,2009,No high school diploma,SD,52,39,4,
2484,2009,No high school diploma,TN,638,271,101,
2485,2009,No high school diploma,TX,"2,568","1,802",233,
2486,2009,No high school diploma,UT,172,141,25,
2487,2009,No high school diploma,VT,40,24,5,
2488,2009,No high school diploma,VA,647,269,67,
2489,2009,No high school diploma,WA,426,220,59,
2490,2009,No high school diploma,WV,227,65,21,
2491,2009,No high school diploma,WI,432,215,48,
2492,2009,No high school diploma,WY,40,25,4,
2493,2009,High school or equivalent,Totals,"70,257","26,093","38,965","5,199"
2494,2009,High school or equivalent,AL,419,683,114,
2496,2009,High school or equivalent,AK,51,102,14,
2497,2009,High school or equivalent,AZ,467,734,106,
2498,2009,High school or equivalent,AR,339,495,40,
2499,2009,High school or equivalent,CA,"2,292","3,486",555,
2500,2009,High school or equivalent,CO,287,576,50,
2501,2009,High school or equivalent,CT,252,456,60,
2502,2009,High school or equivalent,DE,88,128,12,
2503,2009,High school or equivalent,DC,39,50,9,
2504,2009,High school or equivalent,FL,"1,950","2,197",322,
2505,2009,High school or equivalent,GA,756,"1,239",180,
2506,2009,High school or equivalent,HI,135,167,19,
2507,2009,High school or equivalent,ID,126,203,24,
2508,2009,High school or equivalent,IL,"1,080","1,520",225,
2509,2009,High school or equivalent,IN,684,966,168,
2510,2009,High school or equivalent,IA,234,482,58,
2511,2009,High school or equivalent,KS,204,350,27,
2512,2009,High school or equivalent,KY,446,639,101,
2513,2009,High school or equivalent,LA,508,628,87,
2514,2009,High school or equivalent,ME,150,193,27,
2515,2009,High school or equivalent,MD,401,702,82,
2516,2009,High school or equivalent,MA,558,715,123,
2517,2009,High school or equivalent,MI,983,"1,298",247,
2518,2009,High school or equivalent,MN,376,675,72,
2519,2009,High school or equivalent,MS,283,383,43,
2520,2009,High school or equivalent,MO,589,891,157,
2521,2009,High school or equivalent,MT,110,127,14,
2522,2009,High school or equivalent,NE,146,247,19,
2523,2009,High school or equivalent,NV,209,391,36,
2524,2009,High school or equivalent,NH,87,187,23,
2525,2009,High school or equivalent,NJ,761,"1,168",107,
2526,2009,High school or equivalent,NM,159,209,21,
2527,2009,High school or equivalent,NY,"1,863","2,485",281,
2528,2009,High school or equivalent,NC,784,"1,169",189,
2529,2009,High school or equivalent,ND,36,81,5,
2530,2009,High school or equivalent,OH,"1,212","1,852",244,
2531,2009,High school or equivalent,OK,321,472,44,
2532,2009,High school or equivalent,OR,338,453,99,
2533,2009,High school or equivalent,PA,"1,420","2,001",226,
2534,2009,High school or equivalent,RI,87,130,23,
2535,2009,High school or equivalent,SC,445,618,96,
2536,2009,High school or equivalent,SD,61,131,9,
2537,2009,High school or equivalent,TN,647,852,134,
2538,2009,High school or equivalent,TX,"1,643","3,027",263,
2539,2009,High school or equivalent,UT,163,332,35,
2540,2009,High school or equivalent,VT,48,102,12,
2541,2009,High school or equivalent,VA,609,"1,017",116,
2542,2009,High school or equivalent,WA,476,718,120,
2543,2009,High school or equivalent,WV,288,265,32,
2544,2009,High school or equivalent,WI,440,891,121,
2545,2009,High school or equivalent,WY,44,80,8,
2546,2009,"Some college, less than 4-yr degree",Totals,"63,681","19,345","40,673","3,663"
2547,2009,"Some college, less than 4-yr degree",AL,334,595,58,
2549,2009,"Some college, less than 4-yr degree",AK,46,108,10,
2550,2009,"Some college, less than 4-yr degree",AZ,520,880,83,
2551,2009,"Some college, less than 4-yr degree",AR,162,324,24,
2552,2009,"Some college, less than 4-yr degree",CA,"2,495","5,024",543,
2553,2009,"Some college, less than 4-yr degree",CO,301,693,66,
2554,2009,"Some college, less than 4-yr degree",CT,206,414,42,
2555,2009,"Some college, less than 4-yr degree",DE,55,101,10,
2556,2009,"Some college, less than 4-yr degree",DC,34,50,4,
2557,2009,"Some college, less than 4-yr degree",FL,"1,240","2,525",202,
2558,2009,"Some college, less than 4-yr degree",GA,612,"1,199",100,
2559,2009,"Some college, less than 4-yr degree",HI,94,182,21,
2560,2009,"Some college, less than 4-yr degree",ID,117,249,19,
2561,2009,"Some college, less than 4-yr degree",IL,867,"1,757",198,
2562,2009,"Some college, less than 4-yr degree",IN,362,870,91,
2563,2009,"Some college, less than 4-yr degree",IA,146,546,36,
2564,2009,"Some college, less than 4-yr degree",KS,144,481,35,
2565,2009,"Some college, less than 4-yr degree",KY,255,524,61,
2566,2009,"Some college, less than 4-yr degree",LA,261,494,22,
2567,2009,"Some college, less than 4-yr degree",ME,89,196,13,
2568,2009,"Some college, less than 4-yr degree",MD,330,780,47,
2569,2009,"Some college, less than 4-yr degree",MA,408,664,52,
2570,2009,"Some college, less than 4-yr degree",MI,674,"1,380",228,
2571,2009,"Some college, less than 4-yr degree",MN,303,838,77,
2572,2009,"Some college, less than 4-yr degree",MS,177,355,37,
2573,2009,"Some college, less than 4-yr degree",MO,349,792,55,
2574,2009,"Some college, less than 4-yr degree",MT,60,157,14,
2575,2009,"Some college, less than 4-yr degree",NE,93,302,14,
2576,2009,"Some college, less than 4-yr degree",NV,169,378,36,
2577,2009,"Some college, less than 4-yr degree",NH,71,201,16,
2578,2009,"Some college, less than 4-yr degree",NJ,441,874,99,
2579,2009,"Some college, less than 4-yr degree",NM,160,246,22,
2580,2009,"Some college, less than 4-yr degree",NY,"1,202","2,432",194,
2581,2009,"Some college, less than 4-yr degree",NC,593,"1,246",106,
2582,2009,"Some college, less than 4-yr degree",ND,38,136,8,
2583,2009,"Some college, less than 4-yr degree",OH,692,"1,567",121,
2584,2009,"Some college, less than 4-yr degree",OK,288,526,30,
2585,2009,"Some college, less than 4-yr degree",OR,264,565,104,
2586,2009,"Some college, less than 4-yr degree",PA,698,"1,454",115,
2587,2009,"Some college, less than 4-yr degree",RI,50,149,14,
2588,2009,"Some college, less than 4-yr degree",SC,299,545,74,
2589,2009,"Some college, less than 4-yr degree",SD,40,151,5,
2590,2009,"Some college, less than 4-yr degree",TN,378,800,75,
2591,2009,"Some college, less than 4-yr degree",TX,"1,473","3,165",211,
2592,2009,"Some college, less than 4-yr degree",UT,204,461,18,
2593,2009,"Some college, less than 4-yr degree",VT,34,86,5,
2594,2009,"Some college, less than 4-yr degree",VA,450,987,55,
2595,2009,"Some college, less than 4-yr degree",WA,589,"1,083",105,
2596,2009,"Some college, less than 4-yr degree",WV,118,182,12,
2597,2009,"Some college, less than 4-yr degree",WI,324,850,75,
2598,2009,"Some college, less than 4-yr degree",WY,37,107,3,
2599,2009,Bachelor's degree or higher,Totals,"61,411","13,726","45,547","2,138"
2600,2009,Bachelor's degree or higher,AL,204,510,31,
2602,2009,Bachelor's degree or higher,AK,27,86,4,
2603,2009,Bachelor's degree or higher,AZ,316,847,46,
2604,2009,Bachelor's degree or higher,AR,99,300,12,
2605,2009,Bachelor's degree or higher,CA,"1,771","5,698",387,
2606,2009,Bachelor's degree or higher,CO,266,"1,059",40,
2607,2009,Bachelor's degree or higher,CT,188,696,23,
2608,2009,Bachelor's degree or higher,DE,45,132,4,
2609,2009,Bachelor's degree or higher,DC,37,195,5,
2610,2009,Bachelor's degree or higher,FL,"1,113","2,622",145,
2611,2009,Bachelor's degree or higher,GA,425,"1,459",72,
2612,2009,Bachelor's degree or higher,HI,68,185,6,
2613,2009,Bachelor's degree or higher,ID,70,171,4,
2614,2009,Bachelor's degree or higher,IL,549,"2,107",118,
2615,2009,Bachelor's degree or higher,IN,223,725,16,
2616,2009,Bachelor's degree or higher,IA,82,451,7,
2617,2009,Bachelor's degree or higher,KS,119,449,18,
2618,2009,Bachelor's degree or higher,KY,128,489,16,
2619,2009,Bachelor's degree or higher,LA,151,526,6,
2620,2009,Bachelor's degree or higher,ME,62,194,7,
2621,2009,Bachelor's degree or higher,MD,287,"1,090",31,
2622,2009,Bachelor's degree or higher,MA,439,"1,479",61,
2623,2009,Bachelor's degree or higher,MI,451,"1,371",64,
2624,2009,Bachelor's degree or higher,MN,209,959,46,
2625,2009,Bachelor's degree or higher,MS,103,302,9,
2626,2009,Bachelor's degree or higher,MO,210,830,36,
2627,2009,Bachelor's degree or higher,MT,45,159,5,
2628,2009,Bachelor's degree or higher,NE,59,288,5,
2629,2009,Bachelor's degree or higher,NV,90,318,16,
2630,2009,Bachelor's degree or higher,NH,61,260,11,
2631,2009,Bachelor's degree or higher,NJ,471,"1,652",107,
2632,2009,Bachelor's degree or higher,NM,82,280,11,
2633,2009,Bachelor's degree or higher,NY,984,"3,295",181,
2634,2009,Bachelor's degree or higher,NC,468,"1,251",53,
2635,2009,Bachelor's degree or higher,ND,15,109,2,
2636,2009,Bachelor's degree or higher,OH,432,"1,395",77,
2637,2009,Bachelor's degree or higher,OK,152,460,5,
2638,2009,Bachelor's degree or higher,OR,162,565,49,
2639,2009,Bachelor's degree or higher,PA,437,"1,780",69,
2640,2009,Bachelor's degree or higher,RI,52,182,11,
2641,2009,Bachelor's degree or higher,SC,207,536,27,
2642,2009,Bachelor's degree or higher,SD,21,116,5,
2643,2009,Bachelor's degree or higher,TN,219,801,26,
2644,2009,Bachelor's degree or higher,TX,922,"3,017",100,
2645,2009,Bachelor's degree or higher,UT,116,340,15,
2646,2009,Bachelor's degree or higher,VT,31,117,4,
2647,2009,Bachelor's degree or higher,VA,449,"1,517",49,
2648,2009,Bachelor's degree or higher,WA,325,"1,082",56,
2649,2009,Bachelor's degree or higher,WV,60,203,8,
2650,2009,Bachelor's degree or higher,WI,207,834,33,
2651,2009,Bachelor's degree or higher,WY,20,56,1,
2668,2010,Totals,Totals,"304,280","150,565","137,898","15,817"
2669,2010,Totals,AL,"2,438","1,962",269,
2671,2010,Totals,AK,332,321,37,
2672,2010,Totals,AZ,"3,427","2,778",308,
2673,2010,Totals,AR,"1,559","1,172",121,
2674,2010,Totals,CA,"18,296","16,212","2,286",
2675,2010,Totals,CO,"2,324","2,411",236,
2676,2010,Totals,CT,"1,639","1,671",170,
2677,2010,Totals,DE,449,396,39,
2678,2010,Totals,DC,259,305,32,
2679,2010,Totals,FL,"9,399","8,051",955,
2680,2010,Totals,GA,"4,935","4,217",519,
2681,2010,Totals,HI,640,568,43,
2682,2010,Totals,ID,761,701,65,
2683,2010,Totals,IL,"6,101","5,902",763,
2684,2010,Totals,IN,"3,211","2,765",387,
2685,2010,Totals,IA,"1,255","1,602",138,
2686,2010,Totals,KS,"1,334","1,301",109,
2687,2010,Totals,KY,"2,197","1,861",224,
2688,2010,Totals,LA,"2,391","1,932",129,
2689,2010,Totals,ME,622,619,59,
2690,2010,Totals,MD,"2,593","2,823",251,
2691,2010,Totals,MA,"3,140","3,176",315,
2692,2010,Totals,MI,"4,955","4,193",667,
2693,2010,Totals,MN,"2,271","2,682",250,
2694,2010,Totals,MS,"1,643","1,075",132,
2695,2010,Totals,MO,"2,922","2,701",346,
2696,2010,Totals,MT,461,463,48,
2697,2010,Totals,NE,779,942,59,
2698,2010,Totals,NV,"1,283","1,153",197,
2699,2010,Totals,NH,561,702,51,
2700,2010,Totals,NJ,"4,047","4,145",488,
2701,2010,Totals,NM,"1,087",801,90,
2702,2010,Totals,NY,"9,643","8,668",874,
2703,2010,Totals,NC,"4,722","4,165",460,
2704,2010,Totals,ND,259,357,16,
2705,2010,Totals,OH,"5,559","5,197",707,
2706,2010,Totals,OK,"1,844","1,666",126,
2707,2010,Totals,OR,"1,824","1,737",273,
2708,2010,Totals,PA,"6,168","5,679",566,
2709,2010,Totals,RI,465,497,71,
2710,2010,Totals,SC,"2,339","1,926",242,
2711,2010,Totals,SD,359,414,27,
2712,2010,Totals,TN,"3,240","2,713",299,
2713,2010,Totals,TX,"12,516","11,097","1,045",
2714,2010,Totals,UT,"1,445","1,240",115,
2715,2010,Totals,VT,258,333,27,
2716,2010,Totals,VA,"3,719","3,690",369,
2717,2010,Totals,WA,"3,118","3,212",384,
2718,2010,Totals,WV,"1,035",697,72,
2719,2010,Totals,WI,"2,491","2,736",337,
2720,2010,Totals,WY,249,269,23,
2721,2010,Children under 15,Totals,"62,112","62,112",.,.
2723,2010,Children under 15,AL,935,.,.,
2725,2010,Children under 15,AK,155,.,.,
2726,2010,Children under 15,AZ,"1,467",.,.,
2727,2010,Children under 15,AR,589,.,.,
2728,2010,Children under 15,CA,"7,894",.,.,
2729,2010,Children under 15,CO,"1,045",.,.,
2730,2010,Children under 15,CT,655,.,.,
2731,2010,Children under 15,DE,174,.,.,
2732,2010,Children under 15,DC,98,.,.,
2733,2010,Children under 15,FL,"3,371",.,.,
2734,2010,Children under 15,GA,"2,164",.,.,
2735,2010,Children under 15,HI,246,.,.,
2736,2010,Children under 15,ID,358,.,.,
2737,2010,Children under 15,IL,"2,628",.,.,
2738,2010,Children under 15,IN,"1,321",.,.,
2739,2010,Children under 15,IA,595,.,.,
2740,2010,Children under 15,KS,590,.,.,
2741,2010,Children under 15,KY,842,.,.,
2742,2010,Children under 15,LA,927,.,.,
2743,2010,Children under 15,ME,216,.,.,
2744,2010,Children under 15,MD,"1,107",.,.,
2745,2010,Children under 15,MA,"1,176",.,.,
2746,2010,Children under 15,MI,"1,886",.,.,
2747,2010,Children under 15,MN,"1,058",.,.,
2748,2010,Children under 15,MS,639,.,.,
2749,2010,Children under 15,MO,"1,186",.,.,
2750,2010,Children under 15,MT,182,.,.,
2751,2010,Children under 15,NE,378,.,.,
2752,2010,Children under 15,NV,575,.,.,
2753,2010,Children under 15,NH,229,.,.,
2754,2010,Children under 15,NJ,"1,667",.,.,
2755,2010,Children under 15,NM,436,.,.,
2756,2010,Children under 15,NY,"3,649",.,.,
2757,2010,Children under 15,NC,"1,918",.,.,
2758,2010,Children under 15,ND,119,.,.,
2759,2010,Children under 15,OH,"2,263",.,.,
2760,2010,Children under 15,OK,782,.,.,
2761,2010,Children under 15,OR,722,.,.,
2762,2010,Children under 15,PA,"2,264",.,.,
2763,2010,Children under 15,RI,186,.,.,
2764,2010,Children under 15,SC,891,.,.,
2765,2010,Children under 15,SD,169,.,.,
2766,2010,Children under 15,TN,"1,246",.,.,
2767,2010,Children under 15,TX,"5,891",.,.,
2768,2010,Children under 15,UT,760,.,.,
2769,2010,Children under 15,VT,103,.,.,
2770,2010,Children under 15,VA,"1,541",.,.,
2771,2010,Children under 15,WA,"1,315",.,.,
2772,2010,Children under 15,WV,316,.,.,
2773,2010,Children under 15,WI,"1,078",.,.,
2774,2010,Children under 15,WY,113,.,.,
2775,2010,No high school diploma,Totals,"44,028","27,460","13,215","3,353"
2776,2010,No high school diploma,AL,515,188,69,
2778,2010,No high school diploma,AK,53,26,9,
2779,2010,No high school diploma,AZ,616,274,62,
2780,2010,No high school diploma,AR,317,131,29,
2781,2010,No high school diploma,CA,"3,542","2,244",595,
2782,2010,No high school diploma,CO,329,195,48,
2783,2010,No high school diploma,CT,264,116,29,
2784,2010,No high school diploma,DE,71,46,9,
2785,2010,No high school diploma,DC,50,24,6,
2786,2010,No high school diploma,FL,"1,589",654,196,
2787,2010,No high school diploma,GA,992,383,73,
2788,2010,No high school diploma,HI,105,27,6,
2789,2010,No high school diploma,ID,109,67,12,
2790,2010,No high school diploma,IL,"1,065",463,145,
2791,2010,No high school diploma,IN,571,217,67,
2792,2010,No high school diploma,IA,191,148,26,
2793,2010,No high school diploma,KS,174,125,33,
2794,2010,No high school diploma,KY,509,217,50,
2795,2010,No high school diploma,LA,441,158,22,
2796,2010,No high school diploma,ME,117,41,13,
2797,2010,No high school diploma,MD,410,222,57,
2798,2010,No high school diploma,MA,558,198,58,
2799,2010,No high school diploma,MI,824,290,79,
2800,2010,No high school diploma,MN,346,190,45,
2801,2010,No high school diploma,MS,373,127,42,
2802,2010,No high school diploma,MO,526,269,80,
2803,2010,No high school diploma,MT,67,23,7,
2804,2010,No high school diploma,NE,107,92,20,
2805,2010,No high school diploma,NV,209,127,45,
2806,2010,No high school diploma,NH,88,42,7,
2807,2010,No high school diploma,NJ,734,327,80,
2808,2010,No high school diploma,NM,216,91,20,
2809,2010,No high school diploma,NY,"1,846",755,155,
2810,2010,No high school diploma,NC,840,364,144,
2811,2010,No high school diploma,ND,46,23,3,
2812,2010,No high school diploma,OH,991,353,157,
2813,2010,No high school diploma,OK,304,142,26,
2814,2010,No high school diploma,OR,284,141,48,
2815,2010,No high school diploma,PA,"1,150",515,108,
2816,2010,No high school diploma,RI,106,45,15,
2817,2010,No high school diploma,SC,494,188,48,
2818,2010,No high school diploma,SD,61,31,8,
2819,2010,No high school diploma,TN,699,261,54,
2820,2010,No high school diploma,TX,"2,598","1,763",291,
2821,2010,No high school diploma,UT,178,106,27,
2822,2010,No high school diploma,VT,42,22,5,
2823,2010,No high school diploma,VA,628,275,75,
2824,2010,No high school diploma,WA,438,227,68,
2825,2010,No high school diploma,WV,241,51,18,
2826,2010,No high school diploma,WI,405,189,57,
2827,2010,No high school diploma,WY,32,22,5,
2828,2010,High school or equivalent,Totals,"71,358","26,451","38,883","6,024"
2829,2010,High school or equivalent,AL,486,712,121,
2831,2010,High school or equivalent,AK,48,94,15,
2832,2010,High school or equivalent,AZ,484,727,110,
2833,2010,High school or equivalent,AR,345,442,47,
2834,2010,High school or equivalent,CA,"2,233","3,550",662,
2835,2010,High school or equivalent,CO,309,574,75,
2836,2010,High school or equivalent,CT,279,450,59,
2837,2010,High school or equivalent,DE,91,128,15,
2838,2010,High school or equivalent,DC,42,43,11,
